prov_ubi;cant_ubi;parr_ubi;area_ubi;clase;tipo;entidad;sector;dotmedic;dismedic;dotcirug;discirug;dotginob;disginob;dotped;disped;dotneon;disneon;dotcardi;discardi;dotneumo;disneumo;dotpsiqu;dispsiqu;dottraum;distraum;dotinfec;disinfec;dotofta;disofta;dotootorri;disootorri;doturolo;disurolo;dotgast;disgast;dotquem;disquem;dotneuro;disneuro;dotnefro;disnefro;dotonco;disonco;dothema;dishema;dototrse;disotrse;dotserin;disserin;camas_dnor;camas_disp;dotemerg;dotcinteadult;dotcintepediatri;dotcinteneonat;dotcintrm;dotcrecup;dototrapo;dia_estad;dias_cdis;totegres;falmen48;falmas48
02;0201;020150;1;1;5;6;1;8;7;10;6;7;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;9;0;0;51;28;14;0;0;0;0;0;0;6165;9855;1362;2;18
08;0801;080104;1;1;5;3;1;6;6;4;4;4;4;2;2;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;0;0;0;0;0;0;0;1043;7300;203;1;2
22;2201;220150;1;1;5;3;1;10;10;3;3;2;2;3;3;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;0;0;0;0;0;0;0;445;7300;79;0;1
12;1205;120502;1;1;5;18;2;1;1;2;2;10;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;12;3;0;0;0;0;0;0;446;4378;436;0;0
05;0501;050102;1;1;5;6;1;21;21;15;15;14;14;14;14;8;8;2;2;0;0;0;0;13;13;0;0;0;0;0;0;0;0;2;2;0;0;1;1;0;0;0;0;0;0;5;5;0;0;95;95;16;5;0;0;0;8;0;16375;34675;3843;11;47
23;2301;230102;1;1;5;18;2;3;3;3;3;2;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;1;0;0;0;0;1;0;71;4380;30;0;0
18;1801;180109;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;1;0;0;0;0;2;1;219;3650;121;0;0
07;0707;070701;1;1;5;18;2;0;0;1;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;1;0;0;0;0;0;0;486;2190;250;0;0
13;1312;131250;1;1;5;1;1;4;4;3;3;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;5;0;0;0;0;2;0;1773;5475;814;2;2
13;1303;130302;1;1;5;17;3;1;1;2;2;2;2;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;0;0;0;0;0;0;0;312;3285;300;0;0
12;1210;121050;1;1;5;18;2;4;4;4;4;5;5;3;3;3;3;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;24;24;0;0;0;0;0;0;0;1463;8760;869;1;4
05;0502;050202;1;1;5;18;2;8;8;1;1;4;4;2;2;3;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;19;0;0;0;0;0;0;0;469;6935;237;1;1
05;0505;050550;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;0;0;0;0;0;0;0;252;2920;162;1;1
18;1801;180105;1;1;5;18;2;1;1;2;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;20;20;2;2;1;0;1;2;0;953;7300;524;0;0
12;1205;120501;1;1;5;18;2;8;8;2;2;2;2;2;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;17;0;0;0;0;0;0;0;1222;6205;390;0;1
06;0601;060101;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;0;0;0;0;0;0;0;672;2920;386;3;0
18;1801;180163;2;1;5;18;2;13;13;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;1;0;0;0;0;1;0;419;5750;208;1;3
18;1801;180109;1;1;5;18;2;0;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0;603;2920;338;0;0
23;2301;230102;1;1;5;18;2;1;1;2;2;2;2;2;2;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13;0;0;0;0;0;0;0;104;4745;63;0;0
02;0201;020102;1;32;1;18;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;5;5;0;0;0;0;0;0;0;541;1825;294;1;3
18;1801;180109;1;1;5;18;2;3;3;5;5;2;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13;1;1;1;0;0;0;0;950;4745;568;0;2
09;0910;091050;1;1;5;18;2;0;0;0;0;3;3;5;5;4;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;18;31;31;3;2;0;0;0;3;0;1273;11315;612;4;3
23;2301;230107;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;7;7;2;0;0;0;0;0;0;727;2555;445;1;1
12;1205;120501;1;1;5;18;2;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;15;15;2;2;0;0;0;0;0;196;5475;75;0;2
18;1801;180107;1;1;5;18;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;16;16;2;4;0;0;0;2;0;1259;5840;538;2;11
09;0901;090102;1;1;5;11;1;86;86;0;0;0;0;0;0;0;0;0;0;0;0;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;5;118;111;14;0;0;0;0;7;0;17670;38690;2256;41;159
01;0101;010105;1;2;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;12;12;2;0;0;0;0;2;2;2843;4260;931;8;22
09;0901;090112;1;2;1;18;2;49;49;0;0;11;11;36;36;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;101;0;0;0;0;0;0;0;13198;36865;2610;4;47
11;1101;110101;1;2;1;18;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;29;31;31;5;3;0;1;1;1;0;6614;11315;2620;7;32
17;1701;170129;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;7;7;3;0;0;0;0;1;1;526;2555;270;0;0
17;1701;170106;1;10;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;45;0;0;60;45;4;0;0;0;0;0;0;11010;16095;1361;111;228
09;0901;090104;1;11;1;1;1;68;68;28;26;6;6;0;0;0;0;22;19;0;0;0;0;23;23;4;4;0;0;0;0;6;6;20;20;0;0;13;13;12;11;12;8;18;13;35;35;0;0;267;252;31;21;0;0;12;0;27;83647;92332;7918;208;893
17;1701;170113;1;11;1;1;1;37;33;33;30;9;9;0;0;0;0;16;14;16;5;0;0;57;45;0;0;12;4;9;3;18;17;18;17;0;0;46;38;20;17;25;25;12;12;95;112;0;0;423;381;54;6;0;0;14;16;0;112240;138669;14511;67;352
17;1701;170113;1;11;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199;137;199;137;9;7;0;6;0;18;0;36474;50162;5466;19;197
09;0901;090114;1;11;1;6;1;11;9;40;26;31;30;0;0;20;15;31;31;14;10;15;12;31;26;8;7;8;8;9;8;15;14;28;23;0;0;22;20;9;9;20;10;30;19;26;25;0;0;368;302;56;58;0;28;11;36;3;87248;121672;14133;16;146
09;0901;090112;1;2;1;13;3;0;0;0;0;91;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;32;8;9;0;0;0;26;0;9897;11428;3296;0;2
12;1201;120101;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;1;0;0;0;0;1;1;163;2920;137;0;0
12;1210;121050;1;32;1;18;2;0;0;7;7;6;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;17;17;2;0;0;0;1;0;0;372;6205;298;0;0
24;2402;240250;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;1;0;0;0;0;2;3;10;155;10;0;0
09;0908;090850;1;32;1;18;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;1;0;0;0;0;1;0;479;2920;409;0;0
12;1207;120750;1;32;1;18;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;9;9;0;0;0;0;0;0;0;37;3285;32;0;0
12;1210;121001;1;32;1;18;2;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;4;12;5;0;0;0;0;0;0;0;12;1836;12;0;0
12;1205;120504;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;12;12;0;0;0;0;0;0;0;24;4380;24;0;0
09;0901;090107;1;32;1;18;2;4;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;15;1;0;0;0;0;0;0;0;113;465;108;0;0
12;1210;121050;1;32;1;18;2;7;7;1;1;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;1;2;0;0;0;0;0;171;4015;171;0;0
12;1210;121050;1;32;1;18;2;0;0;0;0;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;5;12;7;0;0;0;0;0;0;0;28;2544;27;0;0
12;1208;120802;1;32;1;18;2;0;0;3;3;1;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;861;2562;473;0;0
13;1304;130401;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;0;0;0;0;0;0;0;159;2190;93;0;0
09;0908;090850;1;32;1;18;2;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0;254;2920;237;0;0
09;0921;092150;1;32;1;17;3;0;0;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;0;0;0;0;0;0;0;63;5475;33;0;0
12;1205;120501;1;32;1;18;2;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;1;2;0;0;0;1;1;359;4380;274;0;0
23;2301;230105;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;2;0;0;0;0;1;0;257;1825;196;0;0
09;0919;091950;1;32;1;18;2;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;11;11;0;0;0;0;0;0;0;136;4015;80;0;1
07;0701;070101;1;12;3;18;2;4;4;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;10;10;0;0;0;0;0;0;0;81;3650;81;1;0
12;1208;120850;1;32;1;18;2;9;9;5;5;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;17;2;0;0;0;0;1;0;2208;6205;1362;2;0
12;1204;120452;2;32;1;18;2;4;4;3;3;4;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;0;0;0;0;0;0;0;353;4380;133;0;0
09;0916;091650;1;32;1;18;2;4;4;2;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;226;2555;161;0;2
12;1201;120102;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;1;0;0;0;0;1;0;101;1460;71;0;1
17;1701;170157;2;2;1;18;2;11;10;9;9;10;10;15;12;4;4;4;4;3;4;2;2;6;6;0;0;2;3;3;3;3;3;3;4;0;0;2;3;2;2;3;2;0;0;0;0;0;0;82;81;18;8;4;4;4;6;0;13205;29930;3453;10;30
09;0901;090112;1;5;1;13;3;0;0;0;0;0;0;102;102;30;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;0;0;0;0;0;0;0;0;54;54;0;0;200;195;35;0;39;50;45;16;0;95123;69886;10839;28;230
06;0601;060101;1;1;5;18;2;9;9;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;21;21;1;5;0;0;3;1;0;5642;7665;2119;6;6
02;0201;020102;1;2;1;1;1;22;9;23;18;35;35;20;7;10;10;0;0;0;0;0;0;0;0;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;109;8;0;0;7;2;6;2;14629;39784;4034;16;84
18;1801;180101;1;2;1;6;1;38;38;32;32;36;36;30;30;15;15;4;4;0;0;1;1;26;26;0;0;1;1;1;1;11;11;2;2;0;0;8;8;8;8;0;0;0;0;3;3;0;0;216;216;15;8;0;7;21;11;70;49970;78840;9366;81;377
24;2403;240352;2;2;1;18;2;4;4;9;9;8;8;4;4;5;5;1;1;2;2;0;0;5;5;1;1;1;1;1;1;2;2;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;46;46;9;5;5;0;12;2;4;11256;19398;2470;30;80
23;2301;230106;1;2;1;18;2;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;19;19;0;0;0;0;0;0;0;1802;5856;671;8;22
09;0901;090112;1;2;1;6;1;185;138;63;40;61;43;60;38;0;0;7;3;4;1;0;0;59;27;0;0;0;0;6;2;14;9;15;11;0;0;5;1;14;6;0;0;0;0;35;21;0;0;528;340;59;29;0;0;11;0;0;67220;124266;14938;50;274
17;1701;170128;1;2;1;6;1;0;0;0;0;28;28;96;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;221;221;82;45;427;390;22;18;10;14;11;10;0;92687;136944;18463;205;989
03;0301;030150;1;2;1;1;1;42;15;24;10;36;33;23;8;12;12;0;0;0;0;0;0;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;60;0;0;206;143;11;8;0;0;0;6;2;25381;27689;6058;35;228
09;0901;090112;1;2;1;3;1;11;11;8;8;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;37;5;5;0;0;0;0;0;2561;13505;845;0;1
01;0101;010107;1;2;1;3;1;7;7;6;6;2;2;2;2;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;5;0;0;0;0;3;0;527;7300;194;2;1
11;1101;110103;1;2;1;1;1;55;55;50;50;51;51;44;44;30;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;0;0;0;0;0;0;0;0;0;0;0;0;242;240;27;12;0;0;0;0;0;44714;86827;8140;73;393
15;1501;150150;1;2;1;1;1;26;22;12;6;27;21;24;12;19;12;0;0;0;0;0;0;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;24;0;0;151;103;21;4;0;0;3;6;0;21022;44299;6133;23;111
24;2401;240102;1;2;1;1;1;20;20;29;29;22;22;15;15;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;96;9;7;0;0;6;9;13;18625;24564;3671;14;224
07;0701;070102;1;2;1;6;1;60;58;30;29;30;29;30;28;18;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;162;20;15;0;3;5;7;3;38985;58836;5687;52;513
11;1101;110104;1;2;1;6;1;10;10;19;19;16;16;13;13;10;10;5;5;4;4;3;3;15;15;0;0;2;2;2;2;5;5;5;5;0;0;2;2;5;5;3;3;1;1;9;9;0;0;129;129;13;12;0;6;3;12;2;28377;47085;5701;37;241
12;1201;120102;1;2;1;1;1;32;35;24;24;30;29;20;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;106;31;0;0;0;0;5;0;22404;38690;5555;19;56
09;0901;090112;1;2;1;1;1;45;34;35;23;0;0;15;15;0;0;0;0;0;0;0;0;0;0;24;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;96;31;0;0;0;0;18;17;25270;34821;4403;179;449
20;2001;200150;1;2;1;1;1;8;8;5;5;6;6;4;4;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;6;0;0;0;4;0;0;4576;10950;600;7;23
17;1701;170106;1;2;1;1;1;60;12;60;10;40;15;17;2;21;16;0;0;21;6;0;0;42;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;64;14;5;0;5;0;0;0;38238;52382;4983;75;700
13;1301;130101;1;2;1;6;1;27;27;10;10;11;11;20;20;9;9;8;8;6;6;2;2;4;4;2;2;0;0;3;3;2;2;5;5;0;0;2;2;4;4;1;1;1;1;20;20;0;0;137;137;19;9;0;2;0;9;0;28453;49275;4787;6;43
16;1601;160150;1;2;1;1;1;16;15;22;16;34;31;12;11;15;8;0;0;0;0;0;0;12;11;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;99;22;7;0;0;0;4;0;23442;35733;5888;18;96
06;0601;060104;1;2;1;1;1;50;50;52;50;72;64;25;25;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;220;204;16;5;0;0;4;16;4;38172;74460;9114;64;256
06;0601;060101;1;2;1;6;1;12;12;14;14;17;17;17;17;0;0;4;4;0;0;4;4;10;10;8;8;1;1;1;1;6;6;4;0;0;0;2;2;3;3;4;4;0;0;8;8;0;0;115;111;0;0;0;0;0;0;0;33391;57920;7577;134;285
13;1308;130802;1;2;1;1;1;33;33;16;16;35;34;15;15;15;15;0;0;0;0;0;0;6;6;7;7;0;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;133;132;14;7;0;4;6;4;5;32406;48278;6897;25;95
23;2301;230107;1;2;1;6;1;33;30;21;19;29;27;20;18;12;11;0;0;0;0;0;0;6;6;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;117;22;6;0;0;2;0;0;38722;48818;11169;123;355
07;0701;070102;1;2;1;1;1;52;53;30;19;47;17;41;15;16;12;0;0;0;0;0;0;20;14;0;0;0;0;0;0;0;0;0;0;8;6;0;0;0;0;0;0;0;0;0;0;0;0;214;136;16;6;0;0;0;0;0;37350;49187;6496;162;522
23;2301;230102;1;2;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;20;20;30;30;6;5;2;0;0;0;0;2434;10950;644;8;12
01;0101;010107;1;2;1;1;1;50;57;58;26;44;29;55;39;25;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;232;233;12;13;6;0;0;12;33;58630;64077;9647;89;475
07;0712;071201;1;4;1;1;1;0;0;0;0;38;38;0;0;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;58;7;2;0;6;0;2;12;12630;17155;3723;12;14
23;2301;230104;1;2;1;17;3;5;5;3;3;3;3;3;3;2;2;0;0;1;1;0;0;3;3;8;8;0;0;0;0;3;3;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;33;33;0;0;0;0;0;0;0;5155;12045;834;6;41
09;0901;090112;1;3;1;1;1;71;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;71;6;6;0;0;0;0;2;15594;25826;1597;26;165
09;0906;090601;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;3;0;0;0;0;2;0;71;3650;28;0;0
18;1801;180102;1;1;5;11;1;11;11;8;8;6;6;9;9;5;5;2;2;0;0;0;0;3;3;0;0;0;0;1;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;47;7;0;0;0;0;4;2;2661;17155;1103;1;3
11;1101;110104;1;8;2;15;3;0;0;19;22;0;0;6;2;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;40;0;0;5;5;0;0;91;71;2;2;0;0;0;5;5;10724;25515;2328;9;46
06;0601;060102;1;1;5;18;2;2;2;3;3;2;2;2;2;1;1;1;1;0;0;0;0;2;2;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;15;15;0;0;0;0;0;0;0;206;4590;130;0;0
08;0804;080455;2;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;12;12;2;0;0;0;0;3;0;28;4380;28;0;0
06;0601;060103;1;5;1;1;1;22;20;5;5;0;0;0;0;3;3;0;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;34;5;0;0;0;0;2;0;4336;11373;1021;0;3
06;0601;060101;1;1;5;18;2;4;4;6;6;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;22;22;3;3;0;0;3;1;0;2134;8030;1018;6;15
01;0101;010107;1;2;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;16;16;3;2;1;4;1;2;0;4213;5840;2537;4;9
01;0101;010112;1;2;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;60;60;60;9;4;4;11;0;6;0;13087;21900;4434;23;85
09;0901;090109;1;6;2;13;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;143;0;0;0;0;0;0;0;34080;52245;840;0;3
13;1301;130108;1;32;3;18;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;10;10;2;2;1;0;2;4;0;989;3650;309;2;1
17;1702;170202;1;1;5;17;3;0;0;4;4;4;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;12;12;0;0;0;0;0;0;0;423;4380;164;0;0
